"","dF/dx","Std. Err.","z","P>|z|"
"exposureProsecutor",-0.017988129484575,0.556495981815441,-0.0323239162049163,0.974213736794374
"nprior.Prosecuted",-0.231776744588457,6.71538894650538,-0.0345142696029649,0.972467063630255
"Charge_TypeAssault",0.165891989895824,42.8234932234091,0.00387385468603342,0.996909118885902
"Charge_TypeBurglary",0.112079612144658,12.5978655533759,0.00889671442116819,0.992901542563893
"Charge_TypeConspiracy",0.093286401233584,6.56590069083924,0.0142077082225349,0.988664270335922
"Charge_TypeContempt",0.185162891001444,69.2657535441985,0.00267322423458935,0.997867078196013
"Charge_TypeDisorderly",0.102352566873184,11.0527234982311,0.00926039332202285,0.992611380743245
"Charge_TypeDrugs",0.12709621292279,23.046259135138,0.00551483050578953,0.995599824188016
"Charge_TypeEducation",0.0470452146376398,209.234913830218,0.000224843998434287,0.999820600446572
"Charge_TypeFTC",0.0953888138248833,3.93036278428759,0.0242697224302599,0.98063746401489
"Charge_TypeHarassment",-0.131028429003103,659.296397487068,-0.00019873979215194,0.999841428589269
"Charge_TypeKidnapping",0.0960464993335662,3.95028073865083,0.0243138413920348,0.98060227256106
"Charge_TypeLarceny",0.12253429959409,20.2043871748087,0.006064737254039,0.995161069443176
"Charge_TypeMalicious",0.122567094606789,20.2067234858702,0.00606565902148835,0.995160333992687
"Charge_TypeMinor",-0.879838071847536,154.428259512928,-0.00569739032624322,0.995454164814999
"Charge_TypeProbation",0.121689160003601,24.3003968149604,0.00500770258733732,0.996004448119944
"Charge_TypeResisting",0.102886755099023,4.71641341585558,0.021814617597588,0.982595833805315
"Charge_TypeRSG",0.0976904947362383,5.34430986811353,0.0182793470339551,0.985416003394042
"Charge_TypeSchool",0.108677798142357,12.5189343933343,0.00868107418153915,0.993073591936371
"Charge_TypeSex",0.0999866056598182,7.15432022677695,0.0139756961514794,0.988849370805747
"Charge_TypeShoplifting",0.0820535900238217,82.5870728655562,0.000993540359002639,0.999207269617438
"Charge_TypeStatus",0.546117460315887,121.626268495342,0.00449012756102766,0.996417408581275
"Charge_TypeThreat",0.0982422191176885,4.68472478663549,0.0209707557203686,0.983268984098385
"Charge_TypeTraffic",0.0907147445217166,15.134714845006,0.00599381920642198,0.995217652829965
"Charge_TypeTrespassing",0.103319586067654,8.11061796083543,0.0127388056701183,0.989836178526185
"Charge_TypeVandalism",0.0960405635536964,3.95010222407121,0.0243134375025645,0.980602594722995
"Charge_TypeVehicle",0.085708769485402,36.6077492947285,0.00234127394162809,0.998131935376018
"Charge_TypeWeapons",0.11312962218541,12.6670340831711,0.00893102690358346,0.992874166251575
"nprior",0.106945255832078,3.10100858736151,0.0344872491704617,0.972488609989017
"nprior.cat1",0.225450443068683,6.48623710989511,0.034758279607871,0.972272488563236
"nprior.cat2",0.172064398785106,5.54333884769531,0.031039848638631,0.975237760353679
"nprior.cat3",0.184310423730011,5.79128304972543,0.0318254905083166,0.974611218443793
"nprior.cat4 or more",0.261612015815226,7.07652616985245,0.0369689886726838,0.970509732284106
"chdesc.truant",-0.780315290643089,199.100783141838,-0.00391919749550758,0.996872940832928
"off2ref",-0.0010148710842202,0.0294011922439967,-0.0345180248405546,0.972464069168439
"fam.mobilehome.pct",-0.0161209136880736,0.467482971908425,-0.0344844938891839,0.972490807078549
"fam0017",-9.61595265201776e-05,0.00278580540525925,-0.0345176753331874,0.972464347868889
"fam0017.ot.pct",0.100163226115864,2.90426125396813,0.034488366354442,0.97248771913512
"famsingleparent0017.whnh.pct",0.0540432644922233,1.56573002218788,0.0345163366138343,0.972465415376275
"fampov0017.pi.pct",1.03361093960511,29.9630365360342,0.0344962012899484,0.972481471478624
"fam.mobilehome",-9.99778429696039e-05,0.00289685250438609,-0.034512576259312,0.972468413918557
"refsrcJJ",0.117580288004162,4.2568273516721,0.0276215778302534,0.977963971610229
"refsrcLegal",-0.124016792030371,2.84490442496172,-0.0435926040053314,0.965229147243797
"refsrcSchool",0.0829697593548914,2.29279939553541,0.036187099279794,0.971133172536571
"refsrcOther",-0.900866782752422,47.8696061043132,-0.0188191810224912,0.984985352288976
"sexM",0.0291375729362756,0.818899211704047,0.0355813908718306,0.971616146858173
"fampov0017.pct",-0.0438159338313017,1.26956906157052,-0.0345124461186059,0.972468517693994
"famsingleparent0017.pi.pct",1.22231450923375,35.4164351424935,0.0345126352868641,0.972468366849425
"famsingleparent0017.hi.pct",0.0593422261909113,1.72090416598177,0.0344831672582167,0.972491864947754
"fam0017.whnh.pct",0.0218702086122554,0.634369016152449,0.0344755308903668,0.972497954267117
"famsingleparent0017.ot.pct",-0.177811541464396,5.15196838327274,-0.0345133215571954,0.972467819610941
"famhh.married.wh.pct",-0.0817213789380731,2.37063186500601,-0.0344724038111527,0.972500447833157
"SNAP.cumulative",8.22082431565053e-07,2.38240523827053e-05,0.034506406314059,0.972473333892132
"fampov0017.bl.pct",-0.0314565570596543,0.912546357026446,-0.0344711880305525,0.972501417309539
"famhh.married.whnh.pct",0.0943678024872848,2.7349941909763,0.0345038401904608,0.972475380144032
"pop2599nohs",1.70261312671577e-05,0.000495346497956839,0.034372164408925,0.972580379934995
"famsingleparent0017.pct",-0.0472167517756321,1.3681101979314,-0.0345123893141242,0.972468562990429
"fampov0017.hi.pct",0.0143680241885268,0.420078931596248,0.0342031535214825,0.972715151867367
"agghhincome.whnh.pct",0.0640805702188229,1.85987690940299,0.034454199573558,0.972514964090096
"famhh.married.pct",-0.0504708623093843,1.46302452217332,-0.0344976188330801,0.972480341115632
