"","dF/dx","Std. Err.","z","P>|z|"
"Charge_TypeRobbery",0.661132839449139,3.13679610084488,0.210766915730055,0.833069156022484
"Charge_TypeRSG",0.803076672711305,0.357054144422178,2.24917336840027,0.0245014681314652
"Charge_TypeSchool",0.862173971160747,0.576533436027957,1.49544487324225,0.134798376840088
"Charge_TypeSex",0.661754226431527,3.18850961389177,0.207543431435296,0.835585477599999
"Charge_TypeShoplifting",0.858274999887458,0.306503373876664,2.80021387377232,0.00510687585949183
"Charge_TypeStatus",0.799780351794097,1.92773035426743,0.414881858359296,0.678228391057335
"Charge_TypeTelephone",0.795585289919999,0.416741060232939,1.90906384284597,0.0562538563503309
"Charge_TypeThreat",0.7911398442915,0.650735464888501,1.21576260551138,0.224075367581201
"Charge_TypeTraffic",0.797710882491975,0.512298703909272,1.55712063373334,0.11944184699166
"Charge_TypeTrespassing",0.809431145083006,0.330538893670036,2.44882269706823,0.014332398039267
"Charge_TypeVandalism",0.801773699592122,0.138103603577903,5.80559579055333,6.41375231750317e-09
"Charge_TypeVehicle",0.77964791669633,0.984466109139909,0.791949981272061,0.428389841950201
"Charge_TypeWeapons",0.805143641035636,0.912894806478396,0.881967599466993,0.377794328894253
"nprior.cat1",-0.187806698266301,0.00694860905276007,-27.0279557880295,6.93773669830715e-161
"nprior.cat2",-0.227994217922288,0.00925928242461892,-24.6233139315514,7.10984416542437e-134
"nprior.cat3",-0.226832058562682,0.00967924297891717,-23.4348966191629,1.88471434918294e-121
"nprior.cat4 or more",-0.281018897944838,0.0113768087638426,-24.7010302957684,1.04256603262934e-134
"nprior",0.0439259835611865,0.00310333702870191,14.1544354206221,1.75340261096176e-45
"off2ref",-3.03686816689447e-05,1.50574480436477e-05,-2.01685448828471,0.043710700734479
"fampov0017.hi.pct",-0.0121084829350457,0.00185514334106552,-6.52697970394622,6.71091362773831e-11
"chdesc.truant",-0.199218950679516,0.00865306640007099,-23.0229310014173,2.74730403881289e-117
"fampov0017.pct",0.00126857286249729,0.000712955733775696,1.77931504355696,0.0751881259763563
"sexM",-0.0432313123183987,0.00304383342137148,-14.2029166296885,8.78774272863796e-46
"famsingleparent0017.whnh.pct",-0.00748049595462575,0.00313874929202548,-2.38327284489756,0.0171594709340508
"fampov0017.pi.pct",0.0307432916236686,0.00560090961354783,5.48898192345487,4.04256988118265e-08
"fam.mobilehome",9.80143741083564e-06,1.12959309423645e-06,8.67696293545507,4.06477506653105e-18
"famsingleparent0017.pct",-0.00253318271021833,0.000721146291605995,-3.51271682279184,0.000443549935231905
"fam0017noemp.pct",0.00376436982183684,0.000896400723565574,4.1994274690715,2.67590727002186e-05
"fampov0017.mr.pct",0.0277660574785439,0.00194840239426579,14.2506792027459,4.4394236442301e-46
"famsingleparent0017.mr.pct",-0.026978132215161,0.00388594293407469,-6.94249315361728,3.85239627563165e-12
"fam.mobilehome.pct",0.00229469684963881,0.000496684559708731,4.62002855692652,3.83687230450685e-06
"famsingleparent0017.hi.pct",0.00340274829305312,0.00292651822353641,1.16272923424383,0.244939376577726
"agghhincome.wh.pct",0.0284596122244592,0.00367804706265606,7.73769659268783,1.01234076087186e-14
"SNAP.cumulative",-1.01814089397793e-07,4.21706996115629e-08,-2.41433247101919,0.0157640705111522
"famsingleparent0017.ot.pct",-0.0143642295572218,0.00204407042405013,-7.02726745038482,2.10617423522293e-12
"famhh.married.wh.pct",0.00447193850751347,0.00117576083413258,3.80344231385513,0.0001426992345961
